# our_file	upstream_file	status	notes
# STATUS VOCABULARY, added 2026-08-31. The tree had no definition of these words anywhere,
# which is how this column drifted; every relabel below carries its evidence in the notes.
#   transliterated  control flow, loop structure and arithmetic follow the upstream statement by
#                   statement. A reader could diff the two mentally. Syntax differs, program does not.
#   reimplemented   same algorithm and same observable semantics, materially different program: a
#                   different parallel decomposition, the host/device split moved, a reduction
#                   re-ordered or pinned, or an upstream cub/thrust/cuBLAS/raft call replaced by our
#                   own code.
#   partial         only some of the upstream file is present; the notes say what is missing.
#   no-upstream     nothing upstream corresponds to this file. Older rows still spell this
#                   `mojo-only` / `mojo_only`; those were not touched by this pass.
# cuML pinned at 00094f7 (cuml-v26.08.00 carries the same hierarchy/linkage.cu and include/cuml/cluster/linkage.hpp); cuVS at 94c2819 (cpp/src/cluster/detail/{single_linkage,connectivities,mst,agglomerative}.cuh -- in 26.08 the cluster/ directory lives in cuVS, not RAFT); RAFT at 661a3b8 (cpp/include/raft/sparse/solver/{mst,mst_solver}.cuh, detail/{mst_solver_inl,mst_kernels,mst_utils}.cuh, sparse/op/detail/sort.h).
impl/hierarchy/linkage.mojo	cuml cpp/src/hierarchy/linkage.cu + include/cuml/cluster/linkage.hpp	transliterated	the forwarder: use_knn selects Linkage; c forwarded only with use_knn (:41). use_knn=True refused by name downstream (rung 2). Block-size knobs and `sabotage` added for the check, production defaults
impl/cluster/detail/single_linkage.mojo	cuvs cpp/src/cluster/detail/single_linkage.cuh	partial	build_dist_linkage (:139-205) and single_linkage (:227-269); build_mr_linkage (:50-118, HDBSCAN's mutual-reachability linkage) NOT ported
impl/cluster/detail/connectivities.mojo	cuvs cpp/src/cluster/detail/connectivities.cuh	partial	PAIRWISE specialization (:110-204) and get_distance_graph (:222-239). fill_indices2, the indptr sequence, the self-loop FLT_MAX transform as kernels. ADDED (DEVIATION 623): a NaN scan of the matrix after the self-loop transform, refusal by name. The distance call (pairwise_distance_kmeans -> cuvs::distance L2SqrtExpanded) is this tree's expanded-identity spelling: FAST = core/row_norms + core/gemm.gemm_nt + core/expand_distances; IDENTICAL = core/row_norms (pinned) + neighbors/checks/pinned_distance_tile (DEVIATION 505). KNN_GRAPH specialization (:60-108) REFUSED BY NAME. n_rows > 46340 refused by name (their int nnz = m*m overflows, :145)
impl/cluster/detail/mst.mojo	cuvs cpp/src/cluster/detail/mst.cuh	partial	build_sorted_mst (:276-343) with the fix-up loop's shape; get_n_components as a host distinct-count; connect_knn_graph (:74-123, :139-249) and merge_msts (:39-59) NOT ported, raise by name (unreachable on a complete graph)
impl/cluster/detail/agglomerative.mojo	cuvs cpp/src/cluster/detail/agglomerative.cuh	transliterated	UnionFind (DEVIATION 622: textbook path compression in place of their parent[-1] read / parent[n_indices-1] write; identical roots), build_dendrogram_host, write_levels_kernel, inherit_labels, init_label_roots (as a kernel), extract_flattened_clusters (the descending thrust::sort of 2(k-1) ints and thrust::max_element are host-side over the children copy the function already makes)
impl/sparse/solver/mst_solver.mojo	raft cpp/include/raft/sparse/solver/mst_solver.cuh + detail/mst_solver_inl.cuh + mst.cuh	partial	Graph_COO, MST_solver (constructor, solve, label_prop, min_edge_per_vertex, min_edge_per_supervertex, check_termination, append_src_dst_pair), the mst() entry. One Mojo file for the header and its _inl. NOT PORTED BY DEVIATION 620: alteration(), alteration_max(), alteration_functor, curand_generate_uniformX, altered_weights/rand_values (:40-52, :117-121, :171-238). ADDED for 620: min_edge_color_lo/hi and two launches per round. `tpb` replaces the device-properties launch sizing so the check can vary it; `sabotage` for the check; Graph_COO.n_rounds for the card
impl/sparse/solver/detail/mst_kernels.mojo	raft cpp/include/raft/sparse/solver/detail/mst_kernels.cuh + mst_utils.cuh	partial	kernel_min_edge_per_vertex (their 32-thread block per row, halving fold; compares the DEVIATION 620 triple), min_edge_per_supervertex (both arms incl. the !symmetrize_output mutual test), add_reverse_edge (ported, UNREACHED: single linkage passes symmetrize_output=false), min_pair_colors, update_colors, final_color_indices, kernel_count_new_mst_edges (per-thread integer atomicAdd in place of __syncthreads_count + one add per block; same integer total). alteration_kernel NOT ported (620). ADDED: min_edge_lo_per_color / min_edge_hi_per_color (620's phases two and three); fill/sequence/copy kernels and a one-block stable compaction standing for thrust::fill/sequence, raft::copy and thrust::copy_if
impl/sparse/op/sort.mojo	raft cpp/include/raft/sparse/op/detail/sort.h::coo_sort_by_weight	replaced	DEVIATION 621: host merge sort on (weight_order_key, min(u,v), max(u,v)) in place of an unstable device thrust::sort_by_key on the weight alone; the device arrays are rewritten in the sorted order
checks/edge_order.mojo	none	mojo-only	DEVIATION 620's total order: weight_order_key (DEVIATION 204's range_key in the signed range, -0.0 below +0.0, NaN to one key), triple_less, pack_edge_key (DEVIATION 624: the host packing orders a negative key as the device does); the LINK_SAB_* arms and the sabotage tie-break
checks/nan_guard.mojo	none	mojo-only	DEVIATION 623: count_nan_kernel (integer atomic count of NaN cells) and refuse_nan_distances, called by pairwise_distances after the self-loop transform so no computed NaN (vendor payload, IDENTITY_PATHS row 39) reaches the MST, the card or a bitwise gate
